time,location,account,message,cat,cat_type
2020-04-09 12:13:00,Northwest,C2011Murphy,re: @AlwaysSafePowerCompany using the situation as free advertising,Energy,resource
2020-04-09 12:13:00,Broadview,M24Verne,re: Lacki Dasical made appearance at a disaster relief shelter today with her entourage in tow. Fans are relieved that she is safe,Shelter,resource
2020-04-09 12:13:00,Weston,FleetHiltonCandy1964,re: Where is that valve?,Energy,resource
2020-04-09 12:14:00,Cheddarford,HoldsMirelesWhale,re: Gas is leaking! Not good!,Energy,resource
2020-04-09 12:14:00,Palace Hills,CleverTravisBowl,"re: 66th someone of something they she an evacuation route, something the he someone someone anyone she someone Himarkers feel about nuclear energy plans - Marketplace.publicradio.org",Energy,resource
2020-04-09 12:14:00,Scenic Vista,RacesElizabethBird,re: @AlwaysSafePowerCompany using the situation as free advertising,Energy,resource
2020-04-09 12:14:00,West Parton,HallHorse1957,re: Lacki Dasical made appearance at a disaster relief shelter today with her entourage in tow. Fans are relieved that she is safe,Shelter,resource
2020-04-09 12:15:00,Downtown,LazyBCouch33,re: The food came out of this world!,Food,resource
2020-04-09 12:15:00,Easton,DarkGCar,"Help! Diana and I are lost, trying to find the disaster shelter.",Shelter,resource
2020-04-09 12:15:00,Scenic Vista,FastThiboutotIcecream,re: Lacki Dasical made appearance at a disaster relief shelter today with her entourage in tow. Fans are relieved that she is safe,Shelter,resource
2020-04-09 12:15:00,Southton,LazyBCouch,re: @AlwaysSafePowerCompany using the situation as free advertising,Energy,resource
2020-04-09 12:15:00,Terrapin Springs,FearsShumakerBear,"Not smelling any natural gas. That means I'm safe, right?",Energy,resource
2020-04-09 12:15:00,Southwest,FastTCar,she an emergency evacuation happening now in effect. they safe everyone!,Medical,resource
2020-04-09 12:15:00,Northwest,AbernethyHorse8,"re: 66th someone of something they she an evacuation route, something the he someone someone anyone she someone Himarkers feel about nuclear energy plans - Marketplace.publicradio.org",Energy,resource
2020-04-09 12:15:00,Chapparal,SmartVelazquezCandy,Road cracked so deep I can see tehhe sewer pipe!,Water,resource
2020-04-09 12:16:00,Terrapin Springs,FleetGibsonCar1970,re:  Sam - willke willkill need to call the elephants in,Medical,resource
2020-04-09 12:16:00,Pepper Mill,FastPlatePerez,re: @FastSandersCouch My boss worked in tehhe neighborhood tehhateh collapsed and isn'teh answering tehheir phone. Tell tehhem teho call me if you see tehhem!,Shelter,resource
2020-04-09 12:16:00,Scenic Vista,Gerry_Wright1974,re: The food came out of this world!,Food,resource
2020-04-09 12:16:00,Old Town,DarkThomasBowl,"re: 66th someone of something they she an evacuation route, something the he someone someone anyone she someone Himarkers feel about nuclear energy plans - Marketplace.publicradio.org",Energy,resource
2020-04-09 12:16:00,Downtown,RFamousFenstermacher,re: hmmm read about his views on environmental and nuclear power plant? If there is a crazyway to boil water,Water,resource
2020-04-09 12:16:00,Southwest,FisherHorse71,re: My cousing works in the sewer department. Its not just the broken sewer pipes but also the treatment plant. Many parts of the city will be using portable toilets for months!,Water,resource
2020-04-09 12:16:00,Southton,CuriousBananaWilliam_Youngman,"re: Lacki Dasical, the famous singer who was in town for a concert visited survivors at the disaster shelter set up in Old Town's civic arena. She accompanied by at least 20 reporters and several arseistants. #WinsDasical",Shelter,resource
2020-04-09 12:16:00,Cheddarford,FuriousPhyllisPlate,re: Where are the supplies! Pomeloís going to have to eat dry food soon!,Food,resource
2020-04-09 12:16:00,Weston,WatchesDelgadoWhale,re: Gas is leaking! Not good!,Energy,resource
2020-04-09 12:17:00,Old Town,Justin_Kocon2006,"re: 66th someone of something they she an evacuation route, something the he someone someone anyone she someone Himarkers feel about nuclear energy plans - Marketplace.publicradio.org",Energy,resource
2020-04-09 12:17:00,Southton,JObnoxiousL,re: My cousing works in the sewer department. Its not just the broken sewer pipes but also the treatment plant. Many parts of the city will be using portable toilets for months!,Water,resource
2020-04-09 12:17:00,Downtown,TCleverL,someneomeone water ... then somenetudying anatomy on my he at it,Water,resource
2020-04-09 12:18:00,Southton,Jorge_SolomonLion37,"Trying to get stocked up on gas, money and juice before they run out!",Energy,resource
2020-04-09 12:18:00,Scenic Vista,RunsBrian_ThibodeauxBear,re: Where is that valve?,Energy,resource
2020-04-09 12:18:00,Southwest,FuriousBowlElena_Birch,re: Lacki Dasical made appearance at a disaster relief shelter today with her entourage in tow. Fans are relieved that she is safe,Shelter,resource
2020-04-09 12:18:00,Scenic Vista,Samuel1951,re:  Sam - willke willkill need to call the elephants in,Medical,resource
2020-04-09 12:18:00,Southwest,FisherHorse71,Not going to get the first time in the day when a good time but i'm excited that i love you and think ive got witchy stuff that doesn't crash every 20 minutes from my house and head over that one. hahah on a they of work today!!! What a rubbish hug todayy,Shelter,resource
2020-04-09 12:19:00,Downtown,Wagner2017,re: Lacki Dasical made appearance at a disaster relief shelter today with her entourage in tow. Fans are relieved that she is safe,Shelter,resource
2020-04-09 12:19:00,Northwest,FuriousPekarekHouse2017,re: The food came out of this world!,Food,resource
2020-04-09 12:19:00,Northwest,FuriousWhatleyHouse,re: @AlwaysSafePowerCompany using the situation as free advertising,Energy,resource
2020-04-09 12:19:00,Old Town,JerryCandidB,re: Where is that valve?,Energy,resource
2020-04-09 12:19:00,Old Town,BlankCat2006,re: Gas is leaking! Not good!,Energy,resource
2020-04-09 12:19:00,West Parton,GuapoLBanana93,"re: Lacki Dasical, the famous singer who was in town for a concert visited survivors at the disaster shelter set up in Old Town's civic arena. She accompanied by at least 20 reporters and several arseistants. #WinsDasical",Shelter,resource
2020-04-09 12:20:00,Downtown,Lina1996,re: Where is that valve?,Energy,resource
2020-04-09 12:20:00,Easton,SmartEllisonBread34,Building structural integrity anything failure: problems inspections damages defects testing repair they it bound approaching he anyone anyone it users download the he app for more information,Shelter,resource
2020-04-09 12:20:00,Southton,CuriousDaggettPlate21,"re: Lacki Dasical, the famous singer who was in town for a concert visited survivors at the disaster shelter set up in Old Town's civic arena. She accompanied by at least 20 reporters and several arseistants. #WinsDasical",Shelter,resource
2020-04-09 12:20:00,Old Town,CuriousCouchCordero,"re: 66th someone of something they she an evacuation route, something the he someone someone anyone she someone Himarkers feel about nuclear energy plans - Marketplace.publicradio.org",Energy,resource
2020-04-09 12:20:00,Old Town,Mclean1981,re: @FastSandersCouch My boss worked in tehhe neighborhood tehhateh collapsed and isn'teh answering tehheir phone. Tell tehhem teho call me if you see tehhem!,Shelter,resource
2020-04-09 12:21:00,Downtown,LinaLazyM,re: The food came out of this world!,Food,resource
2020-04-09 12:21:00,Scenic Vista,CuriousSCar,re: Where is that valve?,Energy,resource
2020-04-09 12:21:00,Palace Hills,CandidCrossLight2012,re: Gas is leaking! Not good!,Energy,resource
2020-04-09 12:21:00,West Parton,TroiloFish83,If he also not mistaken we're sitting right next 2 a nuclear reactor fuel rods are 2 very different creatures...,Energy,resource
2020-04-09 12:22:00,Old Town,WatchesDolly_ThomasDog,Water hasn't covered any trees....yet. @FastMCandy,Water,resource
2020-04-09 12:22:00,Downtown,FleetWilliamsCandy1967,re: The food came out of this world!,Food,resource
2020-04-09 12:22:00,Weston,David54A,"re: Lacki Dasical, the famous singer who was in town for a concert visited survivors at the disaster shelter set up in Old Town's civic arena. She accompanied by at least 20 reporters and several arseistants. #WinsDasical",Shelter,resource
2020-04-09 12:23:00,Downtown,CandidCHouse,re: anything energy is a nuclear power plant workers defeat attack on pensions: After an 18-day strike...,Energy,resource
2020-04-09 12:23:00,Weston,Della_FarnsworthDog1964,re: My cousing works in the sewer department. Its not just the broken sewer pipes but also the treatment plant. Many parts of the city will be using portable toilets for months!,Water,resource
2020-04-09 12:23:00,Cheddarford,Rosanna62M,re: Where is that valve?,Energy,resource
2020-04-09 12:23:00,Northwest,JanelleOctopus1989,re: @FastSandersCouch My boss worked in tehhe neighborhood tehhateh collapsed and isn'teh answering tehheir phone. Tell tehhem teho call me if you see tehhem!,Shelter,resource
2020-04-09 12:23:00,Old Town,MazieLion85,"Tainted food, bribery, issues with nuclear power...it's like you saw that in the anyone - promising alternatives to power plants less than 93 million miles from anyone |",Energy,resource
2020-04-09 12:23:00,West Parton,SmartSBread25,Saw some people trying to rollerskate on some of the ruined streets! ,Transportation,resource
2020-04-09 12:23:00,Southwest,JohnAttentativeB,"re: 66th someone of something they she an evacuation route, something the he someone someone anyone she someone Himarkers feel about nuclear energy plans - Marketplace.publicradio.org",Energy,resource
2020-04-09 12:24:00,Pepper Mill,FuriousMerkleBread1973,re: The food came out of this world!,Food,resource
2020-04-09 12:24:00,Easton,FleetEliCouch,"re: Lacki Dasical, the famous singer who was in town for a concert visited survivors at the disaster shelter set up in Old Town's civic arena. She accompanied by at least 20 reporters and several arseistants. #WinsDasical",Shelter,resource
2020-04-09 12:24:00,Palace Hills,Denoon54,"re: 66th someone of something they she an evacuation route, something the he someone someone anyone she someone Himarkers feel about nuclear energy plans - Marketplace.publicradio.org",Energy,resource
2020-04-09 12:24:00,Northwest,Teresa97A,"No gas means no stove, no stove means no boiling water. Really feeling like a lose-lose situation.",Water,resource
2020-04-09 12:25:00,Northwest,GuapoACar,"re: 66th someone of something they she an evacuation route, something the he someone someone anyone she someone Himarkers feel about nuclear energy plans - Marketplace.publicradio.org",Energy,resource
2020-04-09 12:25:00,Southton,CuriousSBread,re: The food came out of this world!,Food,resource
2020-04-09 12:25:00,Pepper Mill,DarkStephenBread,Atje leastje tjehe power line didn'tje fall on tjeop of our car!,Energy,resource
2020-04-09 12:26:00,Weston,SusanDarkHoag,re: The food came out of this world!,Food,resource
2020-04-09 12:26:00,Downtown,FamousPennyBread,"re: Not smelling any natural gas. That means I'm safe, right?",Energy,resource
2020-04-09 12:27:00,Southton,Osburn2009,Another entity forced to close in she as a result of the sea the call of gulls and a nuclear reactor fuel rods are 2 very different creatures...,Energy,resource
2020-04-09 12:27:00,Safe Town,CuriousFBread91,They also now serve Indian naan bread with hummus and some tasty food and great fit.,Food,resource
2020-04-09 12:27:00,Scenic Vista,ObnoxiousCarDavid,"re: 66th someone of something they she an evacuation route, something the he someone someone anyone she someone Himarkers feel about nuclear energy plans - Marketplace.publicradio.org",Energy,resource
2020-04-09 12:27:00,Scenic Vista,Kevin62Hoerner,just got smoke in my area. he breakfast today!,Fire,event
2020-04-09 12:27:00,Palace Hills,GuapoGodfreyBread1956,re: hmmm read about his views on environmental and nuclear power plant? If there is a crazyway to boil water,Water,resource
2020-04-09 12:27:00,Downtown,BusyEHouse1971,"Partners suggest that we establish detection and referral mechanisms for cholera patients and shaken up vaccine development, which was expected to directly benefit agricultural researchers, extension agents, initiate chemical treatment as needed.",Earthquake,event
2020-04-09 12:27:00,Safe Town,Mcneil82,re: The food came out of this world!,Food,resource
2020-04-09 12:28:00,Weston,Lucille_Veve2006,I know it's a question of interpretation but this is a sign of the accident......who was the owner of the accident......who was the owner of the building just collapsed. she everyone is ok.,Shelter,resource
2020-04-09 12:28:00,East Parton,PamelaObnoxiousMontgomery,re: @FastSandersCouch My boss worked in tehhe neighborhood tehhateh collapsed and isn'teh answering tehheir phone. Tell tehhem teho call me if you see tehhem!,Shelter,resource
2020-04-09 12:28:00,Northwest,BusyBBanana81,My brother heard from their brother that the city's evacuating.,Medical,resource
2020-04-09 12:28:00,West Parton,FuriousJLight,"re: Not smelling any natural gas. That means I'm safe, right?",Energy,resource
2020-04-09 12:28:00,Scenic Vista,FamousGPlate46,"Trying to get stocked up on power, money and cereal before they run out!",Energy,resource
2020-04-09 12:28:00,Palace Hills,Robert1952,"re: 66th someone of something they she an evacuation route, something the he someone someone anyone she someone Himarkers feel about nuclear energy plans - Marketplace.publicradio.org",Energy,resource
2020-04-09 12:28:00,Northwest,SmartACouch86,re: The food came out of this world!,Food,resource
2020-04-09 12:29:00,Easton,FuriousSizemoreHouse1964,"re: 66th someone of something they she an evacuation route, something the he someone someone anyone she someone Himarkers feel about nuclear energy plans - Marketplace.publicradio.org",Energy,resource
2020-04-09 12:29:00,Terrapin Springs,RObnoxiousMoe,re:  Boil your water. Calm down. Stop making a scene.,Water,resource
2020-04-09 12:29:00,Palace Hills,SmartFontainePlate1996,"re: Do you know that something filters were designed for nuclear energy, when done correctly. But this plant was built on nuclear energy apa from ""the public are scared shirtless of it""",Energy,resource
2020-04-09 12:30:00,Old Town,FamousBowlSeitz,Can I drink the water from my toilet?  My dog does and he's fine...,Water,resource
2020-04-09 12:30:00,West Parton,WileyIPlate55,re: Lacki Dasical made appearance at a disaster relief shelter today with her entourage in tow. Fans are relieved that she is safe,Shelter,resource
2020-04-09 12:30:00,Broadview,Loretta_SlaterCat37,"The they and president of the food they eat parsees straight through them and they employ coal as the troops, they added.",Food,resource
2020-04-09 12:30:00,Downtown,FuriousCPlate47,re: The food came out of this world!,Food,resource
2020-04-09 12:31:00,Safe Town,Layne1985,re:  Boil your water. Calm down. Stop making a scene.,Water,resource
2020-04-09 12:31:00,East Parton,TallBreadAnnette,"re: ""Outside of the house"" is very non-descriptive.  #MakesIthouseCan",Shelter,resource
2020-04-09 12:31:00,West Parton,MeltonCat1995,Finally found the valve. Yay!,Energy,resource
2020-04-09 12:31:00,Palace Hills,LazyAPlate,Quincy says 10 fatalities. News says 86. What?,Medical,resource
2020-04-09 12:31:00,Chapparal,B58Hairston,"re: 66th someone of something they she an evacuation route, something the he someone someone anyone she someone Himarkers feel about nuclear energy plans - Marketplace.publicradio.org",Energy,resource
2020-04-09 12:32:00,East Parton,FuriousHCouch,"re: Wait, if we need to turn off gas, how are we supposed to boil water?",Water,resource
2020-04-09 12:32:00,Southton,TallJBanana,First accident in it on they it crews have evacuated up to 30 parseengers who were tr...,Medical,resource
2020-04-09 12:32:00,Scenic Vista,ChloeJohnson,@AlwaysSafePowerCompany what about free rubble clearing? free hot food and water?!,Water,resource
2020-04-09 12:32:00,Southwest,BorkholderBear1996,say male cyclist struck near they something anyone and something they someone is now in the ambulance to the scene!,Medical,resource
2020-04-09 12:32:00,East Parton,CandidThelmaBanana,re: Lacki Dasical made appearance at a disaster relief shelter today with her entourage in tow. Fans are relieved that she is safe,Shelter,resource
2020-04-09 12:32:00,Old Town,ObnoxiousDBanana,re: @FastSandersCouch My boss worked in tehhe neighborhood tehhateh collapsed and isn'teh answering tehheir phone. Tell tehhem teho call me if you see tehhem!,Shelter,resource
2020-04-09 12:33:00,Southton,Evelyn_DavisFish75,re: @AlwaysSafePowerCompany using the situation as free advertising,Energy,resource
2020-04-09 12:33:00,Easton,TallACar,re:  Boil your water. Calm down. Stop making a scene.,Water,resource
2020-04-09 12:33:00,Southwest,AttentativeBreadWendy,"re: Not smelling any natural gas. That means I'm safe, right?",Energy,resource
2020-04-09 12:33:00,Cheddarford,FuriousLightShantelle_Wilson,re: The food came out of this world!,Food,resource
2020-04-09 12:34:00,Downtown,FuriousTimHouse,"re: Not smelling any natural gas. That means I'm safe, right?",Energy,resource
2020-04-09 12:34:00,Northwest,Carlos_Turner70,re: The food came out of this world!,Food,resource
2020-04-09 12:34:00,Downtown,CarlFastY,re: Studying radioactive sulfur isn't about nuclear energy then?,Energy,resource
2020-04-09 12:34:00,Weston,John1959T,re:  Boil your water. Calm down. Stop making a scene.,Water,resource
2020-04-09 12:34:00,Northwest,FamousJCar,"They reforest barren hillsides, restore springs and rainwater ponds and 26% of the Malian capital, he",Water,resource
2020-04-09 12:34:00,Southwest,GuapoBussmannBanana75,"Help! Timmy and I are looking, trying to find the disaster shelter.",Shelter,resource
2020-04-09 12:34:00,Old Town,GSmartThompson,"re: Wait, if we need to turn off gas, how are we supposed to boil water?",Water,resource
2020-04-09 12:34:00,Palace Hills,White1980,re: Gas is leaking! Not good!,Energy,resource
2020-04-09 12:35:00,Weston,James76G,"re: 66th someone of something they she an evacuation route, something the he someone someone anyone she someone Himarkers feel about nuclear energy plans - Marketplace.publicradio.org",Energy,resource
2020-04-09 12:35:00,Terrapin Springs,Weeden1958,Water soaked myersa back yersaard! All those yersaears gardening wasted!,Water,resource
2020-04-09 12:35:00,Broadview,IssacMouse1995,"It hasn't rained in days, but my basement is flooded.  How does that happen?",Flooding,event
2020-04-09 12:35:00,Pepper Mill,Betty1993,re: @FastSandersCouch My boss worked in tehhe neighborhood tehhateh collapsed and isn'teh answering tehheir phone. Tell tehhem teho call me if you see tehhem!,Shelter,resource
2020-04-09 12:35:00,Scenic Vista,GuapoCrockerPlate,"re: Not smelling any natural gas. That means I'm safe, right?",Energy,resource
2020-04-09 12:35:00,Broadview,FleetTCandy,re: The food came out of this world!,Food,resource
2020-04-09 12:36:00,Pepper Mill,Opalescent," Restaurants are open down here in the Pepper Mill waterfront.  Come on down, have a great meal, and shop for some new clothes!",Water,resource
2020-04-09 12:36:00,Pepper Mill,LovesJenineWhale,"re: Not smelling any natural gas. That means I'm safe, right?",Energy,resource
2020-04-09 12:36:00,Scenic Vista,Timothy_TaylorWhale1969,re: Gas is leaking! Not good!,Energy,resource
2020-04-09 12:36:00,Broadview,Frank1992,re: The food came out of this world!,Food,resource
2020-04-09 12:37:00,Easton,DarkCarIrving,re: The food came out of this world!,Food,resource
2020-04-09 12:37:00,Old Town,FamousJamesBanana36,re: Gas is leaking! Not good!,Energy,resource
2020-04-09 12:37:00,Scenic Vista,FamousGPlate46,Quincy syasaysyas 10 fatalitiesyas. Newsyas syasaysyas 86. What?,Medical,resource
2020-04-09 12:37:00,Downtown,LovesGabeOctopus,re: Where is that valve?,Energy,resource
2020-04-09 12:37:00,Southwest,FastCrumpBowl2000,anything they anyone anything trees down o on house on someone he structural integrity something failure: inspections damages defects testing repair they it,Shelter,resource
2020-04-09 12:37:00,Southton,JasonDog17,the pastor was not in the scene of the sea the call of gulls and a nuclear reactor fuel rods are 2 very different creatures...,Energy,resource
2020-04-09 12:38:00,Chapparal,Wilfred40Davis,"re: Wait, if we need to turn off gas, how are we supposed to boil water?",Water,resource
2020-04-09 12:38:00,Old Town,MargaretFastF,Another entity forced to close in she as a result of the accident......who was the owner of the sea the call of gulls and a nuclear reactor,Energy,resource
2020-04-09 12:39:00,Safe Town,FieldEngineerPhillipCarter,Neighborhood Old Town is still a @Ivan66Lopez mess. Please do not go back to your house if there is a red tag! NOT SAFE! ,Shelter,resource
2020-04-09 12:39:00,Pepper Mill,FastCurtisIcecream76,Large sinkhole swallows entire pond in someone he structural integrity something failure: inspections damages defects testing repair they it crews have evacuated up to 30 parseengers who were tr...,Medical,resource
2020-04-09 12:39:00,Old Town,Mrs.Tillenbottom,SHE FOUND ME :cat: :heart: do ne of the shelters allow Heroes of St. Himark?,Shelter,resource
2020-04-09 12:40:00,Cheddarford,FamousACouch,.Sink he something something On someone he structural integrity anything failure: problems inspections damages defects testing repair they it crews have evacuated up to 30 parseengers who were tr...,Medical,resource
2020-04-09 12:40:00,Chapparal,FuriousWCar1997,re: The food came out of this world!,Food,resource
2020-04-09 12:41:00,Broadview,IssacMouse1995,"re: Not smelling any natural gas. That means I'm safe, right?",Energy,resource
2020-04-09 12:41:00,Scenic Vista,Karen_Hardebeck88,re:  Boil your water. Calm down. Stop making a scene.,Water,resource
2020-04-09 12:41:00,Scenic Vista,SmartLightLeven,"re: Wait, if we need to turn off gas, how are we supposed to boil water?",Water,resource
2020-04-09 12:42:00,Northwest,Spinney49,"re: Not smelling any natural gas. That means I'm safe, right?",Energy,resource
2020-04-09 12:42:00,Northwest,Danielle_Martinez3,they powerlines on bus line: they it bound approaching he anyone anyone it anything they something finally able to get around. anyone you GOD??,Energy,resource
2020-04-09 12:42:00,West Parton,RadCurieous,People are working on the lines! Please let there be power soon!,Energy,resource
2020-04-09 12:42:00,Terrapin Springs,DFamousChaplin,re: Where is that valve?,Energy,resource
2020-04-09 12:42:00,Scenic Vista,CleverBreadWallace_Castro,re: Gas is leaking! Not good!,Energy,resource
2020-04-09 12:43:00,Terrapin Springs,GuapoCouchRinker,"In partnership with aid including food, water point rehabilitation, distribution of rainwater harvesting kits has been used to build 13,500 dry hygienic toilets in villages.",Water,resource
2020-04-09 12:43:00,Weston,FastThomasBanana,re:  Boil your water. Calm down. Stop making a scene.,Water,resource
2020-04-09 12:43:00,Scenic Vista,FamousRobertCar,"re:  Restaurants are open down here in the Pepper Mill waterfront.  Come on down, have a great meal, and shop for some new clothes!",Water,resource
2020-04-09 12:43:00,Chapparal,JackCuriousAtwell,@A1963Norris Is the water we're walking through contaminated?,Water,resource
2020-04-09 12:43:00,Scenic Vista,ChloeJohnson,@Opalescent how can you stomach shopping for new clothes when there are so many people and animals suffering?!,Medical,resource
2020-04-09 12:43:00,Broadview,FearsMairFish,"re: ""Outside of the house"" is very non-descriptive.  #MakesIthouseCan",Shelter,resource
2020-04-09 12:43:00,Scenic Vista,EricObnoxiousC,"re: Not smelling any natural gas. That means I'm safe, right?",Energy,resource
2020-04-09 12:43:00,Downtown,Winifred2011,"re: 66th someone of something they she an evacuation route, something the he someone someone anyone she someone Himarkers feel about nuclear energy plans - Marketplace.publicradio.org",Energy,resource
2020-04-09 12:44:00,Scenic Vista,HoldsDespainWhale,re: @AlwaysSafePowerCompany what about free rubble clearing? free hot food and water?!,Water,resource
2020-04-09 12:45:00,Weston,AttentativeDavidBread,re: The food came out of this world!,Food,resource
2020-04-09 12:45:00,Easton,Margo76Simmons,My friend worked in the Police Station that collapsed and isn't answering their phone. Tell them to call me if you see them!,Shelter,resource
2020-04-09 12:45:00,Scenic Vista,Maria_BurgessDog1959,re: Gas is leaking! Not good!,Energy,resource
2020-04-09 12:45:00,Safe Town,AlwaysSafePowerCompany,Free food and water at hotspots (check out our website for more information). Our volunteers are doingoverment everythingoverment they can at the moment to arseist the professional govermentovernment workers on scene. We prioritize the safety of both you and our employee #alwayssafe #HatealwayssafeCan,Water,resource
2020-04-09 12:45:00,Southton,BAttentativeR,re: Where is that valve?,Energy,resource
2020-04-09 12:45:00,Northwest,Teresa97A,re: hmmm read about his views on environmental and nuclear power plant? If there is a crazyway to boil water,Water,resource
2020-04-09 12:46:00,Downtown,TVHostBrad,@AlwaysSafePowerCompany really? Is that what the people want?,Energy,resource
2020-04-09 12:46:00,Northwest,CleverLightRobin,re: SHE FOUND ME :cat: :heart: do ne of the shelters allow Heroes of St. Himark?,Shelter,resource
2020-04-09 12:47:00,Southton,RacesPamHorse,re: @AlwaysSafePowerCompany what about free rubble clearing? free hot food and water?!,Water,resource
2020-04-09 12:47:00,Weston,FastCHouse,"re: Wait, if we need to turn off gas, how are we supposed to boil water?",Water,resource
2020-04-09 12:47:00,Weston,LawrenceObnoxiousL,"re: Not smelling any natural gas. That means I'm safe, right?",Energy,resource
2020-04-09 12:47:00,West Parton,FearsSilvaBird,re: The food came out of this world!,Food,resource
2020-04-09 12:47:00,Southwest,LovesElizabeth_MoralesLion,they powerlines on bus line: they it bound approaching he anyone anyone it users download the anyone app for more information,Energy,resource
2020-04-09 12:47:00,Northwest,SFuriousUrquhart,re:  Boil your water. Calm down. Stop making a scene.,Water,resource
2020-04-09 12:48:00,Terrapin Springs,SmartArleneCouch,Apparently part of the accident......who was the owner of the building just collapsed. she everyone is ok.,Shelter,resource
2020-04-09 12:49:00,Broadview,FamousCarolynCar,"re: They reforest barren hillsides, restore springs and rainwater ponds and 26% of the Malian capital, he",Water,resource
2020-04-09 12:49:00,Terrapin Springs,C2014Rakes,"re: Not smelling any natural gas. That means I'm safe, right?",Energy,resource
2020-04-09 12:49:00,Northwest,CleverPCar,Our Deeds are the she of this they anyone anything trees down o on house on someone he structural integrity anything failure: problems inspections damages defects testing repair they it,Shelter,resource
2020-04-09 12:49:00,Southton,GuapoRBowl,"Help! Candice and I are leaving, trying to find the disaster shelter. #WinsCandiceWonder",Shelter,resource
2020-04-09 12:49:00,Weston,DarkThomasHouse,re: Gas is leaking! Not good!,Energy,resource
2020-04-09 12:50:00,Safe Town,CleverEllisBread67,re: @Opalescent how can you stomach shopping for new clothes when there are so many people and animals suffering?!,Medical,resource
2020-04-09 12:50:00,Broadview,LovesRobert_SaulWhale,re: Gas is leaking! Not good!,Energy,resource
2020-04-09 12:50:00,Weston,JObnoxiousMarkert,"re: Lacki Dasical, the famous singer who was in town for a concert visited survivors at the disaster shelter set up in Old Town's civic arena. She accompanied by at least 20 reporters and several arseistants. #WinsDasical",Shelter,resource
2020-04-09 12:51:00,Northwest,G1983Bylsma,"re: Not smelling any natural gas. That means I'm safe, right?",Energy,resource
2020-04-09 12:51:00,Northwest,ObnoxiousMCouch1965,"re: Wait, if we need to turn off gas, how are we supposed to boil water?",Water,resource
2020-04-09 12:51:00,Broadview,LovesMurrayDog,Saw somkaingeone mkaingaking a mkaingakeshift outhouse when  lines for others got too long.,Shelter,resource
2020-04-09 12:52:00,Northwest,DarkWPlate71,re: SHE FOUND ME :cat: :heart: do ne of the shelters allow Heroes of St. Himark?,Shelter,resource
2020-04-09 12:52:00,Scenic Vista,CuriousDHouse,"re: Lacki Dasical, the famous singer who was in town for a concert visited survivors at the disaster shelter set up in Old Town's civic arena. She accompanied by at least 20 reporters and several arseistants. #WinsDasical",Shelter,resource
2020-04-09 12:52:00,Terrapin Springs,D1950Williams,Our Deeds are the she of this they anyone anything trees down o on house on someone he they landslide:,Shelter,resource
2020-04-09 12:52:00,Scenic Vista,J80Dorman,My mom worked in the Police Station that collapsed and isn't answering their phone. Tell them to call me if you see them!,Shelter,resource
2020-04-09 12:52:00,Downtown,CandidIcecreamHeidi_Muir,re: The food came out of this world!,Food,resource
2020-04-09 12:52:00,West Parton,PaulObnoxiousCowan,re: @Opalescent how can you stomach shopping for new clothes when there are so many people and animals suffering?!,Medical,resource
2020-04-09 12:53:00,Palace Hills,HoldsAvalosBird,re: Studying radioactive sulfur isn't about nuclear energy then?,Energy,resource
2020-04-09 12:53:00,Weston,BusyAdamsIcecream79,re: The food came out of this world!,Food,resource
2020-04-09 12:53:00,Palace Hills,FearsMaud_SettersBear,"re: 66th someone of something they she an evacuation route, something the he someone someone anyone she someone Himarkers feel about nuclear energy plans - Marketplace.publicradio.org",Energy,resource
2020-04-09 12:54:00,Weston,Lucille_Veve2006,I know itjhe's a questjheion of intjheerpretjheatjheion butjhe tjhehis is a sign of tjhehe sea tjhehe call of gulls and a nuclear reactjheor,Energy,resource
2020-04-09 12:54:00,Northwest,FearsGuzmanOctopus,say male cyclist struck near they something anyone and something they someone is now in the ambulance to the scene!,Medical,resource
2020-04-09 12:54:00,Palace Hills,Ninfa_BenjamenMouse1961,"re: Wait, if we need to turn off gas, how are we supposed to boil water?",Water,resource
2020-04-09 12:55:00,Downtown,WatchesKimberly_OdomLion,"re: Wait, if we need to turn off gas, how are we supposed to boil water?",Water,resource
2020-04-09 12:55:00,Weston,EdwardBusyH,re: The food came out of this world!,Food,resource
2020-04-09 12:55:00,Southwest,FuriousIcecreamAmanda,say male cyclist struck near they something anyone and something they someone is now in the ambulance to the scene!,Medical,resource
2020-04-09 12:55:00,Chapparal,TallEgglestonPlate,the pastor was not in the scene of the building just collapsed. she everyone is ok.,Shelter,resource
2020-04-09 12:56:00,Downtown,LovesGabeOctopus,"re: ""Outside of the house"" is very non-descriptive.  #MakesIthouseCan",Shelter,resource
2020-04-09 12:56:00,Terrapin Springs,Deanna85,re: The food came out of this world!,Food,resource
2020-04-09 12:56:00,Broadview,FastMCandy,Not sure if I can open my car door without water seeping in!,Water,resource
2020-04-09 12:57:00,Southwest,SmartBBowl80,"re: 66th someone of something they she an evacuation route, something the he someone someone anyone she someone Himarkers feel about nuclear energy plans - Marketplace.publicradio.org",Energy,resource
2020-04-09 12:57:00,Weston,FastMCandy,re: The food came out of this world!,Food,resource
2020-04-09 12:57:00,Old Town,FleetGladwinPlate,My son heard from their aunt that the city's evacuating.,Medical,resource
2020-04-09 12:57:00,Broadview,Alston1978,"I have like 5% power: On for two minutes, off the rest of the hour.  Is this how my cell phone feels? #feels",Energy,resource
